from	to	value
Dead on Time	In the Lap of the Gods... Revisited	ooh
Dead on Time	Keep Yourself Alive	ooh
Dead on Time	Killer Queen	ooh
Dead on Time	Liar	ooh
Dead on Time	Lily of the Valley	ooh
Dead on Time	Love of My Life	ooh
Dead on Time	Mustapha	ooh
Dead on Time	My Fairy King	ooh
Dead on Time	Now I'm Here	ooh
Dead on Time	Seaside Rendezvous	ooh
Dead on Time	Somebody to Love	ooh
Dead on Time	Son and Daughter	ooh
Dead on Time	Sweet Lady	ooh
Dead on Time	Tenement Funster	ooh
Dead on Time	The Night Comes Down	ooh
Dead on Time	The Prophet's Song	ooh
Dead on Time	Tie Your Mother Down	ooh
Dead on Time	White Man	ooh
Dead on Time	You and I	ooh
Dead on Time	You Take My Breath Away	ooh
Dead on Time	You're My Best Friend	ooh
Doing All Right	Don't Stop Me Now	ooh
Doing All Right	Fat Bottomed Girls	ooh
Doing All Right	Good Company	ooh
Doing All Right	Good Old-Fashioned Lover Boy	ooh
Doing All Right	I’m in Love with My Car	ooh
Doing All Right	If You Can't Beat Them	ooh
Doing All Right	In Only Seven Days	ooh
Doing All Right	In the Lap of the Gods... Revisited	ooh
Doing All Right	Keep Yourself Alive	ooh
Doing All Right	Killer Queen	ooh
Doing All Right	Liar	ooh
Doing All Right	Lily of the Valley	ooh
Doing All Right	Love of My Life	ooh
Doing All Right	Mustapha	ooh
Doing All Right	My Fairy King	ooh
Doing All Right	Now I'm Here	ooh
Doing All Right	Seaside Rendezvous	ooh
Doing All Right	Somebody to Love	ooh
Doing All Right	Son and Daughter	ooh
Doing All Right	Sweet Lady	ooh
Doing All Right	Tenement Funster	ooh
Doing All Right	The Night Comes Down	ooh
Doing All Right	The Prophet's Song	ooh
Doing All Right	Tie Your Mother Down	ooh
Doing All Right	White Man	ooh
Doing All Right	You and I	ooh
Doing All Right	You Take My Breath Away	ooh
Doing All Right	You're My Best Friend	ooh
Don't Stop Me Now	Fat Bottomed Girls	ooh
Don't Stop Me Now	Good Company	ooh
Don't Stop Me Now	Good Old-Fashioned Lover Boy	ooh
Don't Stop Me Now	I’m in Love with My Car	ooh
Don't Stop Me Now	If You Can't Beat Them	ooh
Don't Stop Me Now	In Only Seven Days	ooh
Don't Stop Me Now	In the Lap of the Gods... Revisited	ooh
Don't Stop Me Now	Keep Yourself Alive	ooh
Don't Stop Me Now	Killer Queen	ooh
Don't Stop Me Now	Liar	ooh
Don't Stop Me Now	Lily of the Valley	ooh
Don't Stop Me Now	Love of My Life	ooh
Don't Stop Me Now	Mustapha	ooh
Don't Stop Me Now	My Fairy King	ooh
Don't Stop Me Now	Now I'm Here	ooh
Don't Stop Me Now	Seaside Rendezvous	ooh
Don't Stop Me Now	Somebody to Love	ooh
Don't Stop Me Now	Son and Daughter	ooh
Don't Stop Me Now	Sweet Lady	ooh
Don't Stop Me Now	Tenement Funster	ooh
Don't Stop Me Now	The Night Comes Down	ooh
Don't Stop Me Now	The Prophet's Song	ooh
Don't Stop Me Now	Tie Your Mother Down	ooh
Don't Stop Me Now	White Man	ooh
Don't Stop Me Now	You and I	ooh
Don't Stop Me Now	You Take My Breath Away	ooh
Don't Stop Me Now	You're My Best Friend	ooh
Fat Bottomed Girls	Good Company	ooh
Fat Bottomed Girls	Good Old-Fashioned Lover Boy	ooh
Fat Bottomed Girls	I’m in Love with My Car	ooh
Fat Bottomed Girls	If You Can't Beat Them	ooh
Fat Bottomed Girls	In Only Seven Days	ooh
Fat Bottomed Girls	In the Lap of the Gods... Revisited	ooh
Fat Bottomed Girls	Keep Yourself Alive	ooh
Fat Bottomed Girls	Killer Queen	ooh
Fat Bottomed Girls	Liar	ooh
Fat Bottomed Girls	Lily of the Valley	ooh
Fat Bottomed Girls	Love of My Life	ooh
Fat Bottomed Girls	Mustapha	ooh
Fat Bottomed Girls	My Fairy King	ooh
Fat Bottomed Girls	Now I'm Here	ooh
Fat Bottomed Girls	Seaside Rendezvous	ooh
Fat Bottomed Girls	Somebody to Love	ooh
Fat Bottomed Girls	Son and Daughter	ooh
Fat Bottomed Girls	Sweet Lady	ooh
Fat Bottomed Girls	Tenement Funster	ooh
Fat Bottomed Girls	The Night Comes Down	ooh
Fat Bottomed Girls	The Prophet's Song	ooh
Fat Bottomed Girls	Tie Your Mother Down	ooh
Fat Bottomed Girls	White Man	ooh
Fat Bottomed Girls	You and I	ooh
Fat Bottomed Girls	You Take My Breath Away	ooh
Fat Bottomed Girls	You're My Best Friend	ooh
Good Company	Good Old-Fashioned Lover Boy	ooh
Good Company	I’m in Love with My Car	ooh
Good Company	If You Can't Beat Them	ooh
Good Company	In Only Seven Days	ooh
Good Company	In the Lap of the Gods... Revisited	ooh
Good Company	Keep Yourself Alive	ooh
Good Company	Killer Queen	ooh
Good Company	Liar	ooh
Good Company	Lily of the Valley	ooh
Good Company	Love of My Life	ooh
Good Company	Mustapha	ooh
Good Company	My Fairy King	ooh
Good Company	Now I'm Here	ooh
Good Company	Seaside Rendezvous	ooh
Good Company	Somebody to Love	ooh
Good Company	Son and Daughter	ooh
Good Company	Sweet Lady	ooh
Good Company	Tenement Funster	ooh
Good Company	The Night Comes Down	ooh
Good Company	The Prophet's Song	ooh
Good Company	Tie Your Mother Down	ooh
Good Company	White Man	ooh
Good Company	You and I	ooh
Good Company	You Take My Breath Away	ooh
Good Company	You're My Best Friend	ooh
Good Old-Fashioned Lover Boy	I’m in Love with My Car	ooh
Good Old-Fashioned Lover Boy	If You Can't Beat Them	ooh
Good Old-Fashioned Lover Boy	In Only Seven Days	ooh
Good Old-Fashioned Lover Boy	In the Lap of the Gods... Revisited	ooh
Good Old-Fashioned Lover Boy	Keep Yourself Alive	ooh
Good Old-Fashioned Lover Boy	Killer Queen	ooh
Good Old-Fashioned Lover Boy	Liar	ooh
Good Old-Fashioned Lover Boy	Lily of the Valley	ooh
Good Old-Fashioned Lover Boy	Love of My Life	ooh
Good Old-Fashioned Lover Boy	Mustapha	ooh
Good Old-Fashioned Lover Boy	My Fairy King	ooh
Good Old-Fashioned Lover Boy	Now I'm Here	ooh
Good Old-Fashioned Lover Boy	Seaside Rendezvous	ooh
Good Old-Fashioned Lover Boy	Somebody to Love	ooh
Good Old-Fashioned Lover Boy	Son and Daughter	ooh
Good Old-Fashioned Lover Boy	Sweet Lady	ooh
Good Old-Fashioned Lover Boy	Tenement Funster	ooh
Good Old-Fashioned Lover Boy	The Night Comes Down	ooh
Good Old-Fashioned Lover Boy	The Prophet's Song	ooh
Good Old-Fashioned Lover Boy	Tie Your Mother Down	ooh
Good Old-Fashioned Lover Boy	White Man	ooh
Good Old-Fashioned Lover Boy	You and I	ooh
Good Old-Fashioned Lover Boy	You Take My Breath Away	ooh
Good Old-Fashioned Lover Boy	You're My Best Friend	ooh
I’m in Love with My Car	If You Can't Beat Them	ooh
I’m in Love with My Car	In Only Seven Days	ooh
I’m in Love with My Car	In the Lap of the Gods... Revisited	ooh
I’m in Love with My Car	Keep Yourself Alive	ooh
I’m in Love with My Car	Killer Queen	ooh
I’m in Love with My Car	Liar	ooh
I’m in Love with My Car	Lily of the Valley	ooh
I’m in Love with My Car	Love of My Life	ooh
I’m in Love with My Car	Mustapha	ooh
I’m in Love with My Car	My Fairy King	ooh
I’m in Love with My Car	Now I'm Here	ooh
I’m in Love with My Car	Seaside Rendezvous	ooh
I’m in Love with My Car	Somebody to Love	ooh
I’m in Love with My Car	Son and Daughter	ooh
I’m in Love with My Car	Sweet Lady	ooh
I’m in Love with My Car	Tenement Funster	ooh
I’m in Love with My Car	The Night Comes Down	ooh
I’m in Love with My Car	The Prophet's Song	ooh
I’m in Love with My Car	Tie Your Mother Down	ooh
I’m in Love with My Car	White Man	ooh
I’m in Love with My Car	You and I	ooh
I’m in Love with My Car	You Take My Breath Away	ooh
I’m in Love with My Car	You're My Best Friend	ooh
If You Can't Beat Them	In Only Seven Days	ooh
If You Can't Beat Them	In the Lap of the Gods... Revisited	ooh
If You Can't Beat Them	Keep Yourself Alive	ooh
If You Can't Beat Them	Killer Queen	ooh
If You Can't Beat Them	Liar	ooh
If You Can't Beat Them	Lily of the Valley	ooh
If You Can't Beat Them	Love of My Life	ooh
If You Can't Beat Them	Mustapha	ooh
If You Can't Beat Them	My Fairy King	ooh
If You Can't Beat Them	Now I'm Here	ooh
If You Can't Beat Them	Seaside Rendezvous	ooh
If You Can't Beat Them	Somebody to Love	ooh
If You Can't Beat Them	Son and Daughter	ooh
If You Can't Beat Them	Sweet Lady	ooh
If You Can't Beat Them	Tenement Funster	ooh
If You Can't Beat Them	The Night Comes Down	ooh
If You Can't Beat Them	The Prophet's Song	ooh
If You Can't Beat Them	Tie Your Mother Down	ooh
If You Can't Beat Them	White Man	ooh
If You Can't Beat Them	You and I	ooh
If You Can't Beat Them	You Take My Breath Away	ooh
If You Can't Beat Them	You're My Best Friend	ooh
In Only Seven Days	In the Lap of the Gods... Revisited	ooh
In Only Seven Days	Keep Yourself Alive	ooh
In Only Seven Days	Killer Queen	ooh
In Only Seven Days	Liar	ooh
In Only Seven Days	Lily of the Valley	ooh
In Only Seven Days	Love of My Life	ooh
In Only Seven Days	Mustapha	ooh
In Only Seven Days	My Fairy King	ooh
In Only Seven Days	Now I'm Here	ooh
In Only Seven Days	Seaside Rendezvous	ooh
In Only Seven Days	Somebody to Love	ooh
In Only Seven Days	Son and Daughter	ooh
In Only Seven Days	Sweet Lady	ooh
In Only Seven Days	Tenement Funster	ooh
In Only Seven Days	The Night Comes Down	ooh
In Only Seven Days	The Prophet's Song	ooh
In Only Seven Days	Tie Your Mother Down	ooh
In Only Seven Days	White Man	ooh
In Only Seven Days	You and I	ooh
In Only Seven Days	You Take My Breath Away	ooh
In Only Seven Days	You're My Best Friend	ooh
In the Lap of the Gods... Revisited	Keep Yourself Alive	ooh
In the Lap of the Gods... Revisited	Killer Queen	ooh
In the Lap of the Gods... Revisited	Liar	ooh
In the Lap of the Gods... Revisited	Lily of the Valley	ooh
In the Lap of the Gods... Revisited	Love of My Life	ooh
In the Lap of the Gods... Revisited	Mustapha	ooh
In the Lap of the Gods... Revisited	My Fairy King	ooh
In the Lap of the Gods... Revisited	Now I'm Here	ooh
In the Lap of the Gods... Revisited	Seaside Rendezvous	ooh
In the Lap of the Gods... Revisited	Somebody to Love	ooh
In the Lap of the Gods... Revisited	Son and Daughter	ooh
In the Lap of the Gods... Revisited	Sweet Lady	ooh
In the Lap of the Gods... Revisited	Tenement Funster	ooh
In the Lap of the Gods... Revisited	The Night Comes Down	ooh
In the Lap of the Gods... Revisited	The Prophet's Song	ooh
In the Lap of the Gods... Revisited	Tie Your Mother Down	ooh
In the Lap of the Gods... Revisited	White Man	ooh
In the Lap of the Gods... Revisited	You and I	ooh
In the Lap of the Gods... Revisited	You Take My Breath Away	ooh
In the Lap of the Gods... Revisited	You're My Best Friend	ooh
Keep Yourself Alive	Killer Queen	ooh
Keep Yourself Alive	Liar	ooh
Keep Yourself Alive	Lily of the Valley	ooh
Keep Yourself Alive	Love of My Life	ooh
Keep Yourself Alive	Mustapha	ooh
Keep Yourself Alive	My Fairy King	ooh
Keep Yourself Alive	Now I'm Here	ooh
Keep Yourself Alive	Seaside Rendezvous	ooh
Keep Yourself Alive	Somebody to Love	ooh
Keep Yourself Alive	Son and Daughter	ooh
Keep Yourself Alive	Sweet Lady	ooh
Keep Yourself Alive	Tenement Funster	ooh
Keep Yourself Alive	The Night Comes Down	ooh
Keep Yourself Alive	The Prophet's Song	ooh
Keep Yourself Alive	Tie Your Mother Down	ooh
Keep Yourself Alive	White Man	ooh
Keep Yourself Alive	You and I	ooh
Keep Yourself Alive	You Take My Breath Away	ooh
Keep Yourself Alive	You're My Best Friend	ooh
Killer Queen	Liar	ooh
Killer Queen	Lily of the Valley	ooh
Killer Queen	Love of My Life	ooh
Killer Queen	Mustapha	ooh
Killer Queen	My Fairy King	ooh
Killer Queen	Now I'm Here	ooh
Killer Queen	Seaside Rendezvous	ooh
Killer Queen	Somebody to Love	ooh
Killer Queen	Son and Daughter	ooh
Killer Queen	Sweet Lady	ooh
Killer Queen	Tenement Funster	ooh
Killer Queen	The Night Comes Down	ooh
Killer Queen	The Prophet's Song	ooh
Killer Queen	Tie Your Mother Down	ooh
Killer Queen	White Man	ooh
Killer Queen	You and I	ooh
Killer Queen	You Take My Breath Away	ooh
Killer Queen	You're My Best Friend	ooh
Liar	Lily of the Valley	ooh
Liar	Love of My Life	ooh
Liar	Mustapha	ooh
Liar	My Fairy King	ooh
Liar	Now I'm Here	ooh
Liar	Seaside Rendezvous	ooh
Liar	Somebody to Love	ooh
Liar	Son and Daughter	ooh
Liar	Sweet Lady	ooh
Liar	Tenement Funster	ooh
Liar	The Night Comes Down	ooh
Liar	The Prophet's Song	ooh
Liar	Tie Your Mother Down	ooh
Liar	White Man	ooh
Liar	You and I	ooh
Liar	You Take My Breath Away	ooh
Liar	You're My Best Friend	ooh
Lily of the Valley	Love of My Life	ooh
Lily of the Valley	Mustapha	ooh
Lily of the Valley	My Fairy King	ooh
Lily of the Valley	Now I'm Here	ooh
Lily of the Valley	Seaside Rendezvous	ooh
Lily of the Valley	Somebody to Love	ooh
Lily of the Valley	Son and Daughter	ooh
Lily of the Valley	Sweet Lady	ooh
Lily of the Valley	Tenement Funster	ooh
Lily of the Valley	The Night Comes Down	ooh
Lily of the Valley	The Prophet's Song	ooh
Lily of the Valley	Tie Your Mother Down	ooh
Lily of the Valley	White Man	ooh
Lily of the Valley	You and I	ooh
Lily of the Valley	You Take My Breath Away	ooh
Lily of the Valley	You're My Best Friend	ooh
Love of My Life	Mustapha	ooh
Love of My Life	My Fairy King	ooh
Love of My Life	Now I'm Here	ooh
Love of My Life	Seaside Rendezvous	ooh
Love of My Life	Somebody to Love	ooh
Love of My Life	Son and Daughter	ooh
Love of My Life	Sweet Lady	ooh
Love of My Life	Tenement Funster	ooh
Love of My Life	The Night Comes Down	ooh
Love of My Life	The Prophet's Song	ooh
Love of My Life	Tie Your Mother Down	ooh
Love of My Life	White Man	ooh
Love of My Life	You and I	ooh
Love of My Life	You Take My Breath Away	ooh
Love of My Life	You're My Best Friend	ooh
Mustapha	My Fairy King	ooh
Mustapha	Now I'm Here	ooh
Mustapha	Seaside Rendezvous	ooh
Mustapha	Somebody to Love	ooh
Mustapha	Son and Daughter	ooh
Mustapha	Sweet Lady	ooh
Mustapha	Tenement Funster	ooh
Mustapha	The Night Comes Down	ooh
Mustapha	The Prophet's Song	ooh
Mustapha	Tie Your Mother Down	ooh
Mustapha	White Man	ooh
Mustapha	You and I	ooh
Mustapha	You Take My Breath Away	ooh
Mustapha	You're My Best Friend	ooh
My Fairy King	Now I'm Here	ooh
My Fairy King	Seaside Rendezvous	ooh
My Fairy King	Somebody to Love	ooh
My Fairy King	Son and Daughter	ooh
My Fairy King	Sweet Lady	ooh
My Fairy King	Tenement Funster	ooh
My Fairy King	The Night Comes Down	ooh
My Fairy King	The Prophet's Song	ooh
My Fairy King	Tie Your Mother Down	ooh
My Fairy King	White Man	ooh
My Fairy King	You and I	ooh
My Fairy King	You Take My Breath Away	ooh
My Fairy King	You're My Best Friend	ooh
Now I'm Here	Seaside Rendezvous	ooh
Now I'm Here	Somebody to Love	ooh
Now I'm Here	Son and Daughter	ooh
Now I'm Here	Sweet Lady	ooh
Now I'm Here	Tenement Funster	ooh
Now I'm Here	The Night Comes Down	ooh
Now I'm Here	The Prophet's Song	ooh
Now I'm Here	Tie Your Mother Down	ooh
Now I'm Here	White Man	ooh
Now I'm Here	You and I	ooh
Now I'm Here	You Take My Breath Away	ooh
Now I'm Here	You're My Best Friend	ooh
Seaside Rendezvous	Somebody to Love	ooh
Seaside Rendezvous	Son and Daughter	ooh
Seaside Rendezvous	Sweet Lady	ooh
Seaside Rendezvous	Tenement Funster	ooh
Seaside Rendezvous	The Night Comes Down	ooh
Seaside Rendezvous	The Prophet's Song	ooh
Seaside Rendezvous	Tie Your Mother Down	ooh
Seaside Rendezvous	White Man	ooh
Seaside Rendezvous	You and I	ooh
Seaside Rendezvous	You Take My Breath Away	ooh
Seaside Rendezvous	You're My Best Friend	ooh
Somebody to Love	Son and Daughter	ooh
Somebody to Love	Sweet Lady	ooh
Somebody to Love	Tenement Funster	ooh
Somebody to Love	The Night Comes Down	ooh
Somebody to Love	The Prophet's Song	ooh
Somebody to Love	Tie Your Mother Down	ooh
Somebody to Love	White Man	ooh
Somebody to Love	You and I	ooh
Somebody to Love	You Take My Breath Away	ooh
Somebody to Love	You're My Best Friend	ooh
Son and Daughter	Sweet Lady	ooh
Son and Daughter	Tenement Funster	ooh
Son and Daughter	The Night Comes Down	ooh
Son and Daughter	The Prophet's Song	ooh
Son and Daughter	Tie Your Mother Down	ooh
Son and Daughter	White Man	ooh
Son and Daughter	You and I	ooh
Son and Daughter	You Take My Breath Away	ooh
Son and Daughter	You're My Best Friend	ooh
Sweet Lady	Tenement Funster	ooh
Sweet Lady	The Night Comes Down	ooh
Sweet Lady	The Prophet's Song	ooh
Sweet Lady	Tie Your Mother Down	ooh
Sweet Lady	White Man	ooh
Sweet Lady	You and I	ooh
Sweet Lady	You Take My Breath Away	ooh
Sweet Lady	You're My Best Friend	ooh
Tenement Funster	The Night Comes Down	ooh
Tenement Funster	The Prophet's Song	ooh
Tenement Funster	Tie Your Mother Down	ooh
Tenement Funster	White Man	ooh
Tenement Funster	You and I	ooh
Tenement Funster	You Take My Breath Away	ooh
Tenement Funster	You're My Best Friend	ooh
The Night Comes Down	The Prophet's Song	ooh
The Night Comes Down	Tie Your Mother Down	ooh
The Night Comes Down	White Man	ooh
The Night Comes Down	You and I	ooh
The Night Comes Down	You Take My Breath Away	ooh
The Night Comes Down	You're My Best Friend	ooh
The Prophet's Song	Tie Your Mother Down	ooh
The Prophet's Song	White Man	ooh
The Prophet's Song	You and I	ooh
The Prophet's Song	You Take My Breath Away	ooh
The Prophet's Song	You're My Best Friend	ooh
Tie Your Mother Down	White Man	ooh
Tie Your Mother Down	You and I	ooh
Tie Your Mother Down	You Take My Breath Away	ooh
Tie Your Mother Down	You're My Best Friend	ooh
White Man	You and I	ooh
White Man	You Take My Breath Away	ooh
White Man	You're My Best Friend	ooh
You and I	You Take My Breath Away	ooh
You and I	You're My Best Friend	ooh
You Take My Breath Away	You're My Best Friend	ooh
Bohemian Rhapsody	Don't Stop Me Now	outta
Bohemian Rhapsody	Stone Cold Crazy	outta
Bohemian Rhapsody	Tenement Funster	outta
Don't Stop Me Now	Stone Cold Crazy	outta
Don't Stop Me Now	Tenement Funster	outta
Stone Cold Crazy	Tenement Funster	outta
Keep Yourself Alive	Stone Cold Crazy	ow
Flick of the Wrist	Jealousy	pain
Flick of the Wrist	My Fairy King	pain
Flick of the Wrist	Now I'm Here	pain
Jealousy	My Fairy King	pain
Jealousy	Now I'm Here	pain
My Fairy King	Now I'm Here	pain
Good Old-Fashioned Lover Boy	Somebody to Love	pay
Lily of the Valley	The Prophet's Song	peace
Lily of the Valley	Tie Your Mother Down	peace
The Prophet's Song	Tie Your Mother Down	peace
Brighton Rock	Dead on Time	people
Brighton Rock	Great King Rat	people
Brighton Rock	Jesus	people
Brighton Rock	Keep Yourself Alive	people
Brighton Rock	Now I'm Here	people
Brighton Rock	Son and Daughter	people
Brighton Rock	Stone Cold Crazy	people
Brighton Rock	Tenement Funster	people
Brighton Rock	The Prophet's Song	people
Brighton Rock	White Man	people
Brighton Rock	You and I	people
Dead on Time	Great King Rat	people
Dead on Time	Jesus	people
Dead on Time	Keep Yourself Alive	people
Dead on Time	Now I'm Here	people
Dead on Time	Son and Daughter	people
Dead on Time	Stone Cold Crazy	people
Dead on Time	Tenement Funster	people
Dead on Time	The Prophet's Song	people
Dead on Time	White Man	people
Dead on Time	You and I	people
Great King Rat	Jesus	people
Great King Rat	Keep Yourself Alive	people
Great King Rat	Now I'm Here	people
Great King Rat	Son and Daughter	people
Great King Rat	Stone Cold Crazy	people
Great King Rat	Tenement Funster	people
Great King Rat	The Prophet's Song	people
Great King Rat	White Man	people
Great King Rat	You and I	people
Jesus	Keep Yourself Alive	people
Jesus	Now I'm Here	people
